pressure_series__bar,reference_pressure_round__bar,filename,time__s,pressure__bar,mass__g,mass_flow_rate__g_per_s,basket_pressure__bar
1.0000,1.0000,1-1.txt,30.8490,0.9500,1.8045,0.1216,0.6621
1.0000,1.0000,1-1.txt,30.9420,0.9777,1.7896,0.1160,0.6901
1.0000,1.0000,1-1.txt,31.0370,0.9988,1.8377,0.1098,0.7114
1.0000,1.0000,1-1.txt,31.1300,0.9733,1.8482,0.1118,0.6858
1.0000,1.0000,1-1.txt,31.2230,0.9463,1.8723,0.1179,0.6585
1.0000,1.0000,1-1.txt,31.3170,0.9477,1.8958,0.1249,0.6597
1.0000,1.0000,1-1.txt,31.4100,0.9763,1.8900,0.1318,0.6880
1.0000,1.0000,1-1.txt,31.5030,0.9560,1.9102,0.1356,0.6675
1.0000,1.0000,1-1.txt,31.5970,0.9440,1.9266,0.1388,0.6554
1.0000,1.0000,1-1.txt,31.6910,0.9433,1.9112,0.1362,0.6548
1.0000,1.0000,1-1.txt,31.7840,0.9463,1.9194,0.1268,0.6582
1.0000,1.0000,1-1.txt,31.8770,0.9290,1.9592,0.1197,0.6412
1.0000,1.0000,1-1.txt,31.9710,0.9688,1.9655,0.1159,0.6811
1.0000,1.0000,1-1.txt,32.0650,0.9305,1.9645,0.1110,0.6431
1.0000,1.0000,1-1.txt,32.1580,0.9537,1.9617,0.1048,0.6666
1.0000,1.0000,1-1.txt,32.2520,0.9545,1.9847,0.1135,0.6670
1.0000,1.0000,1-1.txt,32.3450,0.9433,2.0030,0.1255,0.6552
1.0000,1.0000,1-1.txt,32.4380,0.9320,1.9866,0.1244,0.6440
1.0000,1.0000,1-1.txt,32.5320,0.9440,2.0087,0.1193,0.6562
1.0000,1.0000,1-1.txt,32.6260,0.9313,2.0217,0.1130,0.6437
1.0000,1.0000,1-1.txt,32.7190,0.9447,2.0467,0.1105,0.6573
1.0000,1.0000,1-1.txt,32.8120,0.9350,2.0448,0.1179,0.6473
1.0000,1.0000,1-1.txt,32.9060,0.9433,2.0789,0.1233,0.6553
1.0000,1.0000,1-1.txt,33.0000,0.9710,2.0976,0.1205,0.6832
1.0000,1.0000,1-1.txt,33.0930,0.9477,2.1058,0.1217,0.6599
1.0000,1.0000,1-1.txt,33.1860,0.9298,2.0876,0.1188,0.6420
1.0000,1.0000,1-1.txt,33.2800,0.9537,2.0842,0.1068,0.6665
1.0000,1.0000,1-1.txt,33.3730,0.9672,2.0799,0.1060,0.6800
1.0000,1.0000,1-1.txt,33.4670,0.9552,2.0847,0.1174,0.6675
1.0000,1.0000,1-1.txt,33.5610,0.9575,2.0842,0.1194,0.6697
1.0000,1.0000,1-1.txt,33.6540,0.9733,2.1025,0.1120,0.6858
1.0000,1.0000,1-1.txt,33.7470,0.9793,2.1644,0.1143,0.6917
1.0000,1.0000,1-1.txt,33.8400,0.9635,2.1596,0.1233,0.6756
1.0000,1.0000,1-1.txt,33.9340,0.9725,2.1904,0.1222,0.6846
1.0000,1.0000,1-1.txt,34.0280,0.9680,2.1875,0.1155,0.6804
1.0000,1.0000,1-1.txt,34.1210,0.9620,2.1890,0.1100,0.6746
1.0000,1.0000,1-1.txt,34.2150,0.9628,2.2207,0.1098,0.6754
1.0000,1.0000,1-1.txt,34.3080,0.9598,2.2495,0.1160,0.6721
1.0000,1.0000,1-1.txt,34.4010,0.9313,2.2658,0.1155,0.6436
1.0000,1.0000,1-1.txt,34.4950,0.9620,2.2697,0.1106,0.6746
1.0000,1.0000,1-1.txt,34.5890,0.9552,2.2740,0.1186,0.6675
1.0000,1.0000,1-1.txt,34.6820,0.9695,2.2461,0.1327,0.6812
1.0000,1.0000,1-1.txt,34.7750,0.9567,2.2529,0.1377,0.6682
1.0000,1.0000,1-1.txt,34.8690,0.9830,2.2884,0.1363,0.6945
1.0000,1.0000,1-1.txt,34.9630,0.9477,2.3250,0.1284,0.6596
1.0000,1.0000,1-1.txt,35.0560,0.9665,2.2966,0.1218,0.6786
1.0000,1.0000,1-1.txt,35.1500,0.9898,2.3024,0.1137,0.7022
1.0000,1.0000,1-1.txt,35.2430,0.9898,2.3504,0.1088,0.7024
1.0000,1.0000,1-1.txt,35.3360,0.9695,2.3562,0.1128,0.6820
1.0000,1.0000,1-1.txt,35.4300,1.0055,2.3495,0.1189,0.7177
1.0000,1.0000,1-1.txt,35.5240,1.0070,2.3523,0.1208,0.7192
1.0000,1.0000,1-1.txt,35.6170,0.9672,2.3557,0.1098,0.6799
1.0000,1.0000,1-1.txt,35.7100,0.9890,2.3740,0.0987,0.7021
1.0000,1.0000,1-1.txt,35.8040,0.9823,2.4240,0.1036,0.6951
1.0000,1.0000,1-1.txt,35.8970,1.0010,2.4240,0.1050,0.7138
1.0000,1.0000,1-1.txt,35.9910,0.9883,2.4225,0.0930,0.7015
1.0000,1.0000,1-1.txt,36.0840,0.9800,2.4600,0.0933,0.6933
1.0000,1.0000,1-1.txt,36.1780,0.9838,2.4821,0.1044,0.6966
1.0000,1.0000,1-1.txt,36.2710,0.9890,2.4816,0.1056,0.7018
1.0000,1.0000,1-1.txt,36.3640,0.9740,2.4744,0.0997,0.6870
1.0000,1.0000,1-1.txt,36.4590,0.9928,2.4393,0.1098,0.7054
1.0000,1.0000,1-1.txt,36.5520,0.9868,2.4528,0.1158,0.6991
1.0000,1.0000,1-1.txt,36.6450,1.0025,2.4730,0.1002,0.7155
1.0000,1.0000,1-1.txt,36.7380,0.9920,2.4816,0.0944,0.7052
1.0000,1.0000,1-1.txt,36.8320,0.9928,2.5220,0.1044,0.7056
1.0000,1.0000,1-1.txt,36.9260,0.9883,2.5451,0.1111,0.7008
1.0000,1.0000,1-1.txt,37.0190,1.0197,2.5321,0.1123,0.7323
1.0000,1.0000,1-1.txt,37.1130,0.9815,2.5143,0.1117,0.6940
1.0000,1.0000,1-1.txt,37.2060,1.0032,2.5278,0.1057,0.7160
1.0000,1.0000,1-1.txt,37.2990,0.9965,2.5878,0.0994,0.7095
1.0000,1.0000,1-1.txt,37.3930,0.9868,2.5551,0.1020,0.6997
1.0000,1.0000,1-1.txt,37.4870,1.0108,2.5258,0.0992,0.7238
1.0000,1.0000,1-1.txt,37.5800,1.0040,2.5330,0.0853,0.7176
1.0000,1.0000,1-1.txt,37.6730,0.9935,2.5686,0.0754,0.7075
1.0000,1.0000,1-1.txt,37.7670,0.9935,2.5816,0.0797,0.7073
1.0000,1.0000,1-1.txt,37.8600,0.9552,2.6061,0.1036,0.6681
1.0000,1.0000,1-1.txt,37.9540,1.0078,2.6479,0.1182,0.7200
1.0000,1.0000,1-1.txt,38.0480,0.9875,2.6181,0.1154,0.6999
1.0000,1.0000,1-1.txt,38.1410,0.9928,2.6114,0.1181,0.7050
1.0000,1.0000,1-1.txt,38.2340,0.9905,2.6383,0.1108,0.7031
1.0000,1.0000,1-1.txt,38.3270,0.9905,2.6681,0.0961,0.7037
1.0000,1.0000,1-1.txt,38.4220,0.9838,2.6729,0.0977,0.6968
1.0000,1.0000,1-1.txt,38.5150,0.9763,2.6815,0.1104,0.6888
1.0000,1.0000,1-1.txt,38.6080,1.0063,2.6911,0.1146,0.7187
1.0000,1.0000,1-1.txt,38.7020,0.9800,2.7147,0.1023,0.6929
1.0000,1.0000,1-1.txt,38.7950,0.9988,2.7046,0.0997,0.7118
1.0000,1.0000,1-1.txt,38.8890,0.9710,2.7286,0.1124,0.6835
1.0000,1.0000,1-1.txt,38.9820,0.9710,2.7253,0.1169,0.6833
1.0000,1.0000,1-1.txt,39.0760,0.9755,2.7075,0.1129,0.6880
1.0000,1.0000,1-1.txt,39.1690,0.9800,2.6892,0.1063,0.6927
1.0000,1.0000,1-1.txt,39.2620,0.9920,2.7248,0.1040,0.7048
1.0000,1.0000,1-1.txt,39.3570,0.9665,2.7873,0.1052,0.6793
1.0000,1.0000,1-1.txt,39.4500,0.9567,2.7901,0.1070,0.6695
1.0000,1.0000,1-1.txt,39.5430,0.9612,2.8050,0.1139,0.6737
1.0000,1.0000,1-1.txt,39.6370,0.9672,2.8348,0.1194,0.6795
1.0000,1.0000,1-1.txt,39.7300,0.9703,2.8118,0.1125,0.6827
1.0000,1.0000,1-1.txt,39.8230,0.9890,2.8132,0.1100,0.7016
1.0000,1.0000,1-1.txt,39.9170,0.9875,2.8310,0.1143,0.6999
1.0000,1.0000,1-1.txt,40.0110,0.9747,2.8565,0.1127,0.6872
1.0000,1.0000,1-1.txt,40.1040,0.9485,2.8512,0.1122,0.6610
1.0000,1.0000,1-1.txt,40.1970,0.9642,2.8593,0.1168,0.6766
1.0000,1.0000,1-1.txt,40.2910,0.9755,2.8641,0.1183,0.6878
1.0000,1.0000,1-1.txt,40.3850,0.9688,2.8714,0.1210,0.6809
1.0000,1.0000,1-1.txt,40.4780,0.9875,2.8690,0.1310,0.6992
1.0000,1.0000,1-1.txt,40.5710,0.9875,2.8911,0.1375,0.6990
1.0000,1.0000,1-1.txt,40.6650,0.9612,2.8790,0.1362,0.6728
1.0000,1.0000,1-1.txt,40.7580,0.9605,2.9146,0.1245,0.6725
1.0000,1.0000,1-1.txt,40.8520,0.9665,2.9521,0.1167,0.6788
1.0000,1.0000,1-1.txt,40.9460,0.9860,2.9377,0.1198,0.6982
1.0000,1.0000,1-1.txt,41.0390,0.9598,2.9555,0.1205,0.6719
1.0000,1.0000,1-1.txt,41.1320,0.9793,2.9896,0.1191,0.6915
1.0000,1.0000,1-1.txt,41.2250,0.9815,2.9723,0.1238,0.6935
1.0000,1.0000,1-1.txt,41.3200,0.9785,3.0112,0.1226,0.6906
1.0000,1.0000,1-1.txt,41.4130,0.9695,3.0117,0.1138,0.6819
1.0000,1.0000,1-1.txt,41.5060,0.9755,3.0203,0.1134,0.6880
1.0000,1.0000,1-1.txt,41.6000,0.9507,3.0420,0.1186,0.6630
1.0000,1.0000,1-1.txt,41.6930,0.9470,3.0602,0.1187,0.6592
1.0000,1.0000,1-1.txt,41.7870,0.9785,3.0641,0.1185,0.6907
1.0000,1.0000,1-1.txt,41.8800,1.0010,3.0958,0.1247,0.7130
1.0000,1.0000,1-1.txt,41.9740,0.9567,3.1006,0.1241,0.6688
1.0000,1.0000,1-1.txt,42.0670,0.9500,3.0977,0.1233,0.6621
1.0000,1.0000,1-1.txt,42.1600,1.0063,3.1102,0.1242,0.7183
1.0000,1.0000,1-1.txt,42.2540,0.9710,3.1270,0.1252,0.6830
1.0000,1.0000,1-1.txt,42.3480,0.9410,3.1289,0.1384,0.6524
1.0000,1.0000,1-1.txt,42.4410,0.9470,3.1626,0.1417,0.6583
1.0000,1.0000,1-1.txt,42.5340,0.9703,3.1770,0.1343,0.6818
1.0000,1.0000,1-1.txt,42.6280,0.9838,3.1602,0.1336,0.6954
1.0000,1.0000,1-1.txt,42.7210,0.9710,3.1823,0.1264,0.6829
1.0000,1.0000,1-1.txt,42.8150,0.9815,3.1722,0.1216,0.6936
1.0000,1.0000,1-1.txt,42.9090,0.9372,3.1741,0.1216,0.6494
1.0000,1.0000,1-1.txt,43.0020,0.9725,3.1895,0.1143,0.6849
1.0000,1.0000,1-1.txt,43.0950,0.9785,3.2068,0.1067,0.6912
1.0000,1.0000,1-1.txt,43.1890,1.0003,3.2029,0.1101,0.7128
1.0000,1.0000,1-1.txt,43.2830,0.9410,3.2178,0.1135,0.6535
1.0000,1.0000,1-1.txt,43.3760,0.9710,3.2433,0.1001,0.6840
1.0000,1.0000,1-1.txt,43.4690,0.9688,3.2342,0.0924,0.6821
1.0000,1.0000,1-1.txt,43.5630,0.9763,3.2496,0.0910,0.6896
1.0000,1.0000,1-1.txt,43.6560,0.9875,3.2635,0.0855,0.7011
1.0000,1.0000,1-1.txt,43.7500,0.9582,3.3284,0.0926,0.6715
1.0000,1.0000,1-1.txt,43.8440,0.9860,3.3639,0.1027,0.6989
1.0000,1.0000,1-1.txt,43.9370,0.9500,3.3514,0.1039,0.6628
1.0000,1.0000,1-1.txt,44.0300,0.9763,3.3735,0.1027,0.6891
1.0000,1.0000,1-1.txt,44.1230,0.9763,3.3639,0.0971,0.6894
1.0000,1.0000,1-1.txt,44.2170,0.9395,3.3524,0.1046,0.6523
1.0000,1.0000,1-1.txt,44.3110,0.9275,3.3740,0.1161,0.6398
1.0000,1.0000,1-1.txt,44.4040,0.9433,3.3620,0.1155,0.6556
1.0000,1.0000,1-1.txt,44.4980,0.9500,3.3620,0.1105,0.6626
1.0000,1.0000,1-1.txt,44.5910,0.9530,3.3582,0.1047,0.6658
1.0000,1.0000,1-1.txt,44.6840,0.9890,3.4038,0.1030,0.7019
1.0000,1.0000,1-1.txt,44.7780,0.9507,3.4129,0.1041,0.6636
1.0000,1.0000,1-1.txt,44.8720,0.9582,3.3630,0.1105,0.6708
1.0000,1.0000,1-1.txt,44.9650,0.9537,3.3692,0.1154,0.6661
1.0000,1.0000,1-1.txt,45.0580,0.9935,3.3649,0.1073,0.7062
1.0000,1.0000,1-1.txt,45.1520,0.9680,3.3663,0.0911,0.6814
1.0000,1.0000,1-1.txt,45.2460,0.9703,3.4250,0.0809,0.6840
1.0000,1.0000,1-1.txt,45.3390,0.9477,3.4610,0.0794,0.6616
1.0000,1.0000,1-1.txt,45.4330,0.9552,3.4802,0.0776,0.6691
1.0000,1.0000,1-1.txt,45.5260,0.9507,3.4528,0.0836,0.6644
1.0000,1.0000,1-1.txt,45.6190,0.9650,3.4533,0.0926,0.6783
1.0000,1.0000,1-1.txt,45.7130,0.9725,3.5091,0.0896,0.6859
1.0000,1.0000,1-1.txt,45.8070,0.9410,3.5124,0.0896,0.6544
1.0000,1.0000,1-1.txt,45.9000,0.9620,3.5230,0.0948,0.6752
1.0000,1.0000,1-1.txt,45.9930,0.9800,3.5163,0.1043,0.6928
1.0000,1.0000,1-1.txt,46.0870,0.9523,3.5028,0.1069,0.6650
1.0000,1.0000,1-1.txt,46.1800,0.9628,3.5172,0.1067,0.6755
1.0000,1.0000,1-1.txt,46.2740,0.9552,3.5499,0.1215,0.6674
1.0000,1.0000,1-1.txt,46.3670,0.9530,3.5706,0.1309,0.6647
1.0000,1.0000,1-1.txt,46.4610,1.0048,3.5845,0.1299,0.7165
1.0000,1.0000,1-1.txt,46.5540,0.9733,3.5533,0.1314,0.6850
1.0000,1.0000,1-1.txt,46.6470,0.9958,3.5691,0.1282,0.7076
1.0000,1.0000,1-1.txt,46.7420,0.9860,3.5946,0.1132,0.6985
1.0000,1.0000,1-1.txt,46.8350,0.9785,3.5835,0.0960,0.6917
1.0000,1.0000,1-1.txt,46.9280,0.9890,3.5936,0.0999,0.7020
1.0000,1.0000,1-1.txt,47.0220,0.9395,3.6316,0.1135,0.6520
1.0000,1.0000,1-1.txt,47.1150,0.9560,3.6249,0.1064,0.6687
1.0000,1.0000,1-1.txt,47.2090,0.9905,3.6244,0.0988,0.7035
1.0000,1.0000,1-1.txt,47.3020,0.9980,3.6340,0.1002,0.7110
1.0000,1.0000,1-1.txt,47.3960,0.9560,3.6427,0.0983,0.6691
1.0000,1.0000,1-1.txt,47.4890,0.9838,3.6845,0.1009,0.6967
1.0000,1.0000,1-1.txt,47.5820,0.9823,3.6998,0.1044,0.6951
1.0000,1.0000,1-1.txt,47.6770,0.9733,3.7388,0.1011,0.6862
1.0000,1.0000,1-1.txt,47.7700,0.9942,3.7460,0.0929,0.7075
1.0000,1.0000,1-1.txt,47.8630,0.9590,3.7503,0.0904,0.6724
1.0000,1.0000,1-1.txt,47.9560,0.9433,3.7421,0.1034,0.6561
1.0000,1.0000,1-1.txt,48.0500,0.9590,3.7565,0.1082,0.6717
1.0000,1.0000,1-1.txt,48.1430,0.9740,3.7830,0.0985,0.6871
1.0000,1.0000,1-1.txt,48.2370,0.9800,3.7638,0.0982,0.6931
1.0000,1.0000,1-1.txt,48.3310,0.9777,3.7383,0.1030,0.6906
1.0000,1.0000,1-1.txt,48.4240,0.9777,3.7772,0.0992,0.6908
1.0000,1.0000,1-1.txt,48.5170,0.9980,3.7897,0.1004,0.7110
1.0000,1.0000,1-1.txt,48.6100,0.9425,3.7911,0.1087,0.6551
1.0000,1.0000,1-1.txt,48.7050,0.9793,3.8051,0.1058,0.6920
1.0000,1.0000,1-1.txt,48.7980,0.9898,3.8133,0.0994,0.7028
1.0000,1.0000,1-1.txt,48.8910,0.9928,3.7984,0.0988,0.7058
1.0000,1.0000,1-1.txt,48.9850,0.9485,3.8084,0.0957,0.6617
1.0000,1.0000,1-1.txt,49.0780,0.9853,3.8195,0.0852,0.6988
1.0000,1.0000,1-1.txt,49.1720,0.9763,3.8368,0.0813,0.6900
1.0000,1.0000,1-1.txt,49.2660,0.9485,3.8253,0.0856,0.6621
1.0000,1.0000,1-1.txt,49.3590,0.9440,3.8565,0.0862,0.6575
1.0000,1.0000,1-1.txt,49.4520,0.9642,3.8825,0.0856,0.6778
1.0000,1.0000,1-1.txt,49.5450,0.9447,3.8685,0.0829,0.6584
1.0000,1.0000,1-1.txt,49.6400,0.9477,3.8676,0.0860,0.6613
1.0000,1.0000,1-1.txt,49.7330,0.9290,3.8801,0.0960,0.6422
1.0000,1.0000,1-1.txt,49.8260,0.9552,3.8940,0.0968,0.6684
1.0000,1.0000,1-1.txt,49.9200,0.9725,3.9060,0.0948,0.6857
1.0000,1.0000,1-1.txt,50.0130,0.9680,3.9315,0.0938,0.6812
1.0000,1.0000,1-1.txt,50.1070,0.9672,3.9468,0.0913,0.6806
1.0000,1.0000,1-1.txt,50.2000,0.9463,3.9243,0.0933,0.6595
1.0000,1.0000,1-1.txt,50.2940,0.9612,3.9286,0.0963,0.6744
1.0000,1.0000,1-1.txt,50.3870,0.9988,3.9709,0.1014,0.7117
1.0000,1.0000,1-1.txt,50.4800,0.9620,3.9680,0.1037,0.6748
1.0000,1.0000,1-1.txt,50.5740,0.9620,3.9632,0.1023,0.6749
1.0000,1.0000,1-1.txt,50.6680,0.9815,3.9911,0.1087,0.6941
1.0000,1.0000,1-1.txt,50.7610,0.9425,3.9997,0.1101,0.6551
1.0000,1.0000,1-1.txt,50.8540,0.9545,3.9911,0.0967,0.6676
1.0000,1.0000,1-1.txt,50.9480,0.9718,4.0021,0.0917,0.6851
1.0000,1.0000,1-1.txt,51.0410,0.9372,4.0165,0.1021,0.6502
1.0000,1.0000,1-1.txt,51.1350,0.9688,4.0276,0.1062,0.6815
1.0000,1.0000,1-1.txt,51.2290,0.9567,4.0305,0.1022,0.6697
1.0000,1.0000,1-1.txt,51.3220,0.9395,4.0458,0.0990,0.6525
1.0000,1.0000,1-1.txt,51.4150,0.9567,4.0704,0.0938,0.6700
1.0000,1.0000,1-1.txt,51.5090,0.9567,4.0540,0.0884,0.6702
1.0000,1.0000,1-1.txt,51.6030,0.9628,4.0704,0.0934,0.6760
1.0000,1.0000,1-1.txt,51.6960,0.9598,4.0877,0.1015,0.6727
1.0000,1.0000,1-1.txt,51.7890,0.9410,4.0809,0.0978,0.6541
1.0000,1.0000,1-1.txt,51.8830,0.9433,4.1126,0.0911,0.6566
1.0000,1.0000,1-1.txt,51.9760,0.9515,4.1160,0.0943,0.6647
1.0000,1.0000,1-1.txt,52.0700,0.9515,4.1328,0.0987,0.6646
1.0000,1.0000,1-1.txt,52.1640,0.9358,4.1588,0.1029,0.6486
1.0000,1.0000,1-1.txt,52.2570,0.9477,4.1617,0.1074,0.6605
1.0000,1.0000,1-1.txt,52.3500,0.9935,4.1386,0.1049,0.7063
1.0000,1.0000,1-1.txt,52.4430,0.9358,4.1448,0.1005,0.6487
1.0000,1.0000,1-1.txt,52.5370,0.9642,4.1842,0.1006,0.6772
1.0000,1.0000,1-1.txt,52.6310,0.9463,4.1804,0.1043,0.6591
1.0000,1.0000,1-1.txt,52.7240,0.9658,4.1876,0.1016,0.6787
1.0000,1.0000,1-1.txt,52.8180,0.9703,4.1876,0.0986,0.6833
1.0000,1.0000,1-1.txt,52.9110,0.9560,4.1948,0.1053,0.6688
1.0000,1.0000,1-1.txt,53.0040,0.9433,4.1977,0.1106,0.6558
1.0000,1.0000,1-1.txt,53.0980,0.9740,4.2160,0.1076,0.6867
1.0000,1.0000,1-1.txt,53.1920,0.9560,4.2265,0.1165,0.6683
1.0000,1.0000,1-1.txt,53.2850,0.9477,4.2414,0.1221,0.6598
1.0000,1.0000,1-1.txt,53.3780,0.9530,4.2275,0.1203,0.6652
1.0000,1.0000,1-1.txt,53.4720,0.9552,4.2525,0.1188,0.6675
1.0000,1.0000,1-1.txt,53.5660,0.9703,4.2760,0.1064,0.6830
1.0000,1.0000,1-1.txt,53.6590,0.9612,4.3130,0.0985,0.6743
1.0000,1.0000,1-1.txt,53.7520,0.9477,4.3020,0.1004,0.6607
1.0000,1.0000,1-1.txt,53.8460,0.9650,4.3010,0.1062,0.6777
1.0000,1.0000,1-1.txt,53.9390,0.9680,4.3020,0.1017,0.6809
1.0000,1.0000,1-1.txt,54.0330,0.9455,4.3275,0.0945,0.6587
1.0000,1.0000,1-1.txt,54.1270,0.9665,4.3375,0.1032,0.6794
1.0000,1.0000,1-1.txt,54.2200,1.0048,4.3303,0.1163,0.7171
1.0000,1.0000,1-1.txt,54.3130,0.9545,4.3597,0.1163,0.6668
1.0000,1.0000,1-1.txt,54.4070,0.9695,4.3779,0.1074,0.6822
1.0000,1.0000,1-1.txt,54.5000,0.9552,4.3904,0.1044,0.6681
1.0000,1.0000,1-1.txt,54.5940,0.9658,4.3943,0.1065,0.6785
1.0000,1.0000,1-1.txt,54.6870,0.9417,4.4519,0.1044,0.6546
1.0000,1.0000,1-1.txt,54.7810,0.9485,4.4510,0.1049,0.6613
1.0000,1.0000,1-1.txt,54.8740,0.9635,4.4755,0.1086,0.6762
1.0000,1.0000,1-1.txt,54.9670,0.9170,4.4625,0.1032,0.6299
1.0000,1.0000,1-1.txt,55.0620,0.9372,4.4457,0.0944,0.6505
1.0000,1.0000,1-1.txt,55.1550,0.9785,4.4452,0.0930,0.6918
1.0000,1.0000,1-1.txt,55.2480,0.9703,4.4361,0.1011,0.6832
1.0000,1.0000,1-1.txt,55.3410,0.9688,4.4620,0.1124,0.6812
1.0000,1.0000,1-1.txt,55.4350,0.9688,4.4548,0.1086,0.6814
1.0000,1.0000,1-1.txt,55.5290,0.9515,4.4558,0.0966,0.6646
1.0000,1.0000,1-1.txt,55.6220,0.9500,4.5081,0.0985,0.6631
1.0000,1.0000,1-1.txt,55.7160,0.9560,4.5389,0.1050,0.6688
1.0000,1.0000,1-1.txt,55.8090,0.9620,4.5158,0.1051,0.6748
1.0000,1.0000,1-1.txt,55.9020,0.9777,4.4976,0.1098,0.6904
1.0000,1.0000,1-1.txt,55.9960,0.9642,4.5202,0.1208,0.6764
1.0000,1.0000,1-1.txt,56.0900,0.9958,4.5384,0.1092,0.7084
1.0000,1.0000,1-1.txt,56.1830,0.9755,4.5336,0.0928,0.6888
1.0000,1.0000,1-1.txt,56.2760,0.9485,4.5427,0.0924,0.6618
1.0000,1.0000,1-1.txt,56.3700,0.9552,4.5653,0.0950,0.6684
1.0000,1.0000,1-1.txt,56.4630,0.9403,4.5600,0.1034,0.6531
1.0000,1.0000,1-1.txt,56.5570,0.9853,4.5754,0.1215,0.6974
1.0000,1.0000,1-1.txt,56.6500,0.9740,4.5783,0.1358,0.6855
1.0000,1.0000,1-1.txt,56.7440,0.9703,4.6105,0.1316,0.6820
1.0000,1.0000,1-1.txt,56.8370,0.9718,4.6437,0.1262,0.6837
1.0000,1.0000,1-1.txt,56.9300,0.9710,4.6148,0.1263,0.6829
1.0000,1.0000,1-1.txt,57.0250,0.9703,4.6095,0.1217,0.6824
1.0000,1.0000,1-1.txt,57.1180,0.9853,4.6283,0.1148,0.6976
1.0000,1.0000,1-1.txt,57.2110,0.9860,4.6691,0.1131,0.6985
1.0000,1.0000,1-1.txt,57.3050,0.9800,4.6763,0.1168,0.6923
1.0000,1.0000,1-1.txt,57.3980,0.9875,4.7263,0.1194,0.6997
1.0000,1.0000,1-1.txt,57.4920,0.9605,4.7566,0.1195,0.6727
1.0000,1.0000,1-1.txt,57.5850,0.9853,4.7220,0.1199,0.6974
1.0000,1.0000,1-1.txt,57.6790,0.9905,4.7191,0.1159,0.7029
1.0000,1.0000,1-1.txt,57.7720,0.9740,4.7431,0.1120,0.6865
1.0000,1.0000,1-1.txt,57.8650,0.9755,4.7455,0.1213,0.6876
1.0000,1.0000,1-1.txt,57.9600,0.9733,4.7628,0.1275,0.6851
1.0000,1.0000,1-1.txt,58.0530,0.9650,4.8330,0.1221,0.6771
1.0000,1.0000,1-1.txt,58.1460,0.9868,4.8354,0.1144,0.6992
1.0000,1.0000,1-1.txt,58.2390,0.9590,4.8258,0.1056,0.6718
1.0000,1.0000,1-1.txt,58.3330,0.9688,4.8234,0.1081,0.6814
1.0000,1.0000,1-1.txt,58.4270,0.9718,4.8200,0.1178,0.6840
1.0000,1.0000,1-1.txt,58.5200,0.9365,4.8498,0.1232,0.6486
1.0000,1.0000,1-1.txt,58.6140,0.9808,4.8638,0.1208,0.6929
1.0000,1.0000,1-1.txt,58.7070,0.9868,4.8474,0.1163,0.6991
1.0000,1.0000,1-1.txt,58.8000,0.9883,4.8436,0.1066,0.7010
1.0000,1.0000,1-1.txt,58.8940,0.9560,4.8666,0.0895,0.6694
1.0000,1.0000,1-1.txt,58.9880,0.9838,4.8849,0.0945,0.6970
1.0000,1.0000,1-1.txt,59.0810,0.9620,4.8825,0.1116,0.6745
1.0000,1.0000,1-1.txt,59.1740,0.9658,4.8662,0.1143,0.6782
1.0000,1.0000,1-1.txt,59.2680,0.9695,4.8921,0.1135,0.6820
1.0000,1.0000,1-1.txt,59.3610,0.9800,4.9368,0.1174,0.6923
1.0000,1.0000,1-1.txt,59.4550,0.9672,4.9373,0.1090,0.6799
1.0000,1.0000,1-1.txt,59.5490,0.9620,4.9234,0.0931,0.6753
1.0000,1.0000,1-1.txt,59.6420,0.9838,4.9277,0.0945,0.6970
1.0000,1.0000,1-1.txt,59.7350,0.9755,4.9373,0.1047,0.6883
1.0000,1.0000,1-1.txt,59.8280,0.9605,4.9464,0.1077,0.6732
1.0000,1.0000,1-1.txt,59.9230,0.9552,4.9594,0.0996,0.6683
1.0000,1.0000,1-1.txt,60.0160,0.9665,4.9911,0.0889,0.6799
1.0000,1.0000,1-1.txt,60.1090,0.9560,5.0055,0.0943,0.6692
1.0000,1.0000,1-1.txt,60.2030,0.9725,5.0132,0.1072,0.6852
1.0000,1.0000,1-1.txt,60.2960,0.9283,5.0070,0.1094,0.6409
1.0000,1.0000,1-1.txt,60.3900,0.9740,4.9945,0.1063,0.6867
1.0000,1.0000,1-1.txt,60.4840,0.9447,5.0315,0.1097,0.6574
1.0000,1.0000,1-1.txt,60.5770,0.9477,5.0555,0.1203,0.6599
1.0000,1.0000,1-1.txt,60.6700,0.9335,5.0685,0.1172,0.6458
1.0000,1.0000,1-1.txt,60.7630,0.9125,5.0776,0.0972,0.6256
1.0000,1.0000,1-1.txt,60.8570,0.9170,5.1103,0.0864,0.6305
1.0000,1.0000,1-1.txt,60.9510,0.9425,5.1175,0.0953,0.6557
1.0000,1.0000,1-1.txt,61.0440,0.9403,5.0911,0.1091,0.6529
1.0000,1.0000,1-1.txt,61.1380,0.9298,5.1189,0.1071,0.6425
1.0000,1.0000,1-1.txt,61.2310,0.9343,5.1386,0.0996,0.6473
1.0000,1.0000,1-1.txt,61.3240,0.9395,5.1305,0.1006,0.6525
1.0000,1.0000,1-1.txt,61.4180,0.9672,5.1185,0.0990,0.6803
1.0000,1.0000,1-1.txt,61.5120,0.9598,5.1122,0.0987,0.6728
1.0000,1.0000,1-1.txt,61.6050,0.9485,5.1463,0.1053,0.6613
1.0000,1.0000,1-1.txt,61.6980,0.9477,5.1665,0.1092,0.6604
